ROLL_BAD,PITCH_BAD,ROLL_FILTERED,PITCH_FILTERED,,
-4.34,7.77,-5.83,13.88,,
-4.15,9.42,-6.43,15.38,,
-4.68,11.79,-7.34,16.6,,
-5.72,13.15,-8.14,17.49,,
-6.83,14.21,-8.73,17.99,,
-7.67,14.96,-9.32,18.33,,
-8.47,15.55,-10.07,18.63,,
-9.06,15.92,-11.13,18.82,,
-9.91,16.23,-12.39,18.86,,
-11.24,16.33,-13.81,18.79,,
-12.94,16.14,-15.35,18.51,,
-15.93,15.41,-16.96,17.87,,
-18.1,14.48,-18.36,16.98,,
-20.19,13.18,-19.4,16.04,,
-22.52,11.08,-20.34,15.15,,
-23.59,9.83,-21.33,14.34,,
-24.59,8.85,-22.44,13.57,,
-25.67,7.96,-23.64,12.78,,
-27.46,6.67,-24.81,12.09,,
-28.69,5.82,-25.95,11.54,,
-29.89,5.05,-27.35,11.03,,
-31.1,4.34,-28.9,10.44,,
-33.39,3.16,-30.42,9.65,,
-35.06,2.12,-31.9,8.67,,
-36.58,0.98,-33.2,7.74,,
-38.03,-0.17,-34.01,7.02,,
-39.69,-1.54,-34.26,6.46,,
-40.13,-2.22,-34.26,5.99,,
-40.16,-2.75,-33.84,5.66,,
-40.01,-3.11,-32.93,5.45,,
-38.98,-3.14,-31.62,5.25,,
-37.78,-2.95,-29.79,5.12,,
-36.15,-2.62,-27.59,5.12,,
-33.99,-2.14,-25.08,5.41,,
-31.58,-1.57,-22.34,6.17,,
-27.46,-0.41,-19.68,7.31,,
-24.56,0.74,-16.96,8.52,,
-21.9,2.02,-14.2,9.56,,
-19.02,3.33,-11.66,10.28,,
-14.78,4.91,-9.22,10.63,,
-12.19,5.59,-6.64,10.69,,
-9.56,5.9,-4.02,10.56,,
-6.7,5.95,-1.47,10.39,,
-2.61,5.74,1.13,10.27,,
0.06,5.56,3.88,10.22,,
2.9,5.44,6.73,10.29,,
5.78,5.4,9.59,10.55,,
8.7,5.51,12.41,11.01,,
11.48,5.86,15.19,11.56,,
15.75,6.82,17.78,12.04,,
18.41,7.47,20.23,12.37,,
20.89,7.97,22.67,12.47,,
23.29,8.22,25.3,12.36,,
27.03,8.06,28.04,12.11,,
29.88,7.69,30.78,11.83,,
32.66,7.24,33.29,11.61,,
36.69,6.71,35.5,11.51,,
39.01,6.54,37.4,11.54,,
41.12,6.54,38.97,11.68,,
42.85,6.67,40.42,11.84,,
45.02,6.93,41.97,12.03,,
46.46,6.95,43.69,12.21,,
48.15,6.8,45.46,12.3,,
50.08,6.45,47.17,12.35,,
52.84,5.6,48.78,12.4,,
54.61,4.91,50.26,12.5,,
56.26,4.26,51.65,12.61,,
57.76,3.67,53.01,12.75,,
59.15,3.14,54.33,12.9,,
61.25,2.53,55.55,13.02,,
62.51,2.28,56.7,13.15,,
63.72,2.03,57.81,13.33,,
65.38,1.69,58.8,13.5,,
66.46,1.52,59.71,13.59,,
67.38,1.32,60.62,13.62,,
68.25,1.03,61.56,13.68,,
69.15,0.64,62.53,13.78,,
70.58,-0.04,63.46,13.91,,
71.54,-0.6,64.43,14.07,,
72.46,-1.25,65.45,14.26,,
73.92,-2.24,66.44,14.48,,
74.95,-2.86,67.38,14.68,,
75.93,-3.38,68.21,14.81,,
76.83,-3.79,68.92,14.91,,
77.59,-4.21,69.6,14.95,,
78.25,-4.64,70.29,14.91,,
79.19,-5.04,70.95,14.8,,
79.86,-5.24,71.52,14.7,,
80.47,-5.48,72.09,14.63,,
81.24,-5.91,72.64,14.63,,
81.78,-6.22,73.04,14.66,,
82.28,-6.61,73.19,14.69,,
82.59,-7.03,73.03,14.7,,
82.55,-7.42,72.45,14.64,,
82.12,-7.35,71.37,14.39,,
81.31,-7.01,69.88,14.04,,
80.06,-6.38,68.16,13.76,,
77.53,-4.92,66.47,13.52,,
75.73,-3.91,64.77,13.27,,
74,-3.09,62.97,13.02,,
71.38,-2.27,61.06,12.83,,
69.45,-1.73,59.16,12.71,,
67.41,-1.15,57.17,12.66,,
65.5,-0.65,54.92,12.68,,
63.37,-0.25,52.63,12.72,,
59.84,0.27,50.43,12.65,,
57.47,0.85,48.21,12.46,,
55.27,1.6,45.72,12.18,,
52.85,2.55,43,11.77,,
50.17,3.55,40.15,11.14,,
45.63,4.97,37.26,10.36,,
42.42,5.65,34.63,9.61,,
39.31,5.98,32.41,9.01,,
35.38,5.85,30.6,8.49,,
33.32,5.49,28.89,7.89,,
31.61,5.12,26.76,7.13,,
29.82,4.77,24.05,6.27,,
26.09,4.19,20.87,5.45,,
22.87,3.85,17.32,4.78,,
19.17,3.67,13.44,4.25,,
15.2,3.64,9.38,3.84,,
10.94,3.67,5.41,3.5,,
4.52,3.59,1.9,3.22,,
0.48,3.39,-1.32,2.88,,
-2.95,3.13,-4.36,2.32,,
-6.15,2.74,-7.21,1.55,,
-9.18,2.09,-9.74,0.75,,
-13.36,0.71,-11.78,0.14,,
-15.72,-0.16,-13.28,-0.18,,
-17.51,-0.79,-14.35,-0.33,,
-19.39,-1.37,-15.1,-0.54,,
-20.23,-1.74,-15.95,-0.87,,
-20.95,-2.21,-17.27,-1.24,,
-21.9,-2.72,-19.04,-1.55,,
-24.22,-3.36,-21.13,-1.73,,
-26.29,-3.63,-23.18,-1.81,,
-28.47,-3.73,-24.91,-1.89,,
-30.48,-3.63,-26.18,-2.08,,
-32.79,-3.19,-26.83,-2.24,,
-33.69,-2.79,-27.14,-2.08,,
-34.06,-2.17,-27.53,-1.69,,
-34.29,-0.71,-27.95,-1.28,,
-34.65,0.34,-28.18,-1.03,,
-34.95,1.29,-28.2,-1.02,,
-34.98,2.06,-28.11,-1.07,,
-34.66,2.88,-27.94,-0.95,,
-34.38,3.35,-27.56,-0.56,,
-34.04,3.94,-26.79,0.15,,
-33.44,4.78,-25.79,1,,
-31.84,6.65,-24.62,1.75,,
-30.49,8.1,-23.21,2.32,,
-28.92,9.44,-21.56,2.81,,
-27.12,10.53,-19.9,3.33,,
-24.07,11.98,-18.28,3.84,,
-22.03,12.99,-16.46,4.27,,
-19.98,13.9,-14.44,4.55,,
-17.63,14.62,-12.21,4.79,,
-15.12,15.13,-9.7,5.06,,
-11.02,15.71,-7.06,5.36,,
-8.13,16.01,-4.54,5.6,,
-5.15,16.29,-2.08,5.81,,
-2.5,16.47,0.35,6.07,,
1.57,16.62,2.74,6.55,,
4.23,16.84,5.09,7.28,,
6.86,17.24,7.41,8.17,,
9.59,17.85,9.57,9.03,,
13.6,18.78,11.51,9.73,,
16.06,19.22,13.24,10.17,,
18.37,19.43,14.81,10.29,,
20.41,19.32,16.44,10.07,,
23.34,18.5,18.25,9.56,,
25.5,17.47,20.1,8.92,,
27.76,16.13,21.9,8.29,,
30.02,14.62,23.77,7.72,,
32.19,13.08,25.72,7.12,,
35.53,10.67,27.67,6.51,,
37.86,8.86,29.52,5.92,,
39.96,7.12,31.24,5.34,,
42,5.34,32.77,4.83,,
44.57,2.94,34.16,4.4,,
46.07,1.51,35.37,3.95,,
47.4,0.17,36.48,3.49,,
48.55,-1.21,37.55,2.98,,
49.62,-2.59,38.59,2.36,,
51.19,-4.7,39.58,1.6,,
52.2,-6.21,40.48,0.79,,
53.16,-7.73,41.48,-0.07,,
54.46,-10.15,42.7,-0.97,,
55.58,-11.95,43.92,-1.85,,
56.87,-13.69,44.93,-2.57,,
58.08,-15.28,45.74,-2.99,,
59.44,-16.86,46.36,-2.99,,
60.07,-17.3,46.78,-2.72,,
60.48,-17.32,46.98,-2.37,,
60.69,-17.13,47.05,-2.05,,
60.68,-16.69,46.96,-1.77,,
60.59,-16.2,46.63,-1.54,,
60.35,-15.55,46.06,-1.4,,
59.87,-14.77,45.09,-1.32,,
58.79,-13.47,43.32,-1.21,,
57.42,-12.42,41.11,-1,,
55.29,-11.17,38.6,-0.62,,
52.89,-9.8,35.75,-0.22,,
48.79,-7.9,33.05,0.18,,
45.77,-6.76,30.6,0.5,,
43.1,-5.68,28.22,0.72,,
40.69,-4.7,25.87,0.87,,
38.29,-3.9,23.36,0.94,,
34.64,-2.88,20.68,0.88,,
31.93,-2.22,18.08,0.74,,
29.16,-1.62,15.65,0.44,,
26.45,-1.05,13.25,-0.05,,
22.75,-0.6,11.06,-0.55,,
20.25,-0.57,9.06,-1.05,,
18.05,-0.57,6.99,-1.59,,
15.95,-0.63,4.42,-2.01,,
12.49,-0.89,1.6,-2.13,,
9.56,-0.93,-1.21,-2.1,,
6.53,-0.72,-3.89,-1.96,,
3.58,-0.48,-6.76,-1.62,,
0.82,-0.23,-9.75,-1.04,,
-3.8,0.46,-12.51,-0.35,,
-6.87,1.04,-14.82,0.24,,
-9.63,1.53,-16.76,0.67,,
-11.96,1.86,-18.46,0.92,,
-14.8,2.08,-20.01,0.96,,
-16.51,2.03,-21.77,0.98,,
-18.16,1.8,-23.76,1.07,,
-21.06,1.57,-25.86,1.28,,
-23.24,1.6,-27.85,1.62,,
-25.46,1.74,-29.53,2.06,,
-27.43,1.98,-31.05,2.46,,
-29.78,2.49,-32.46,2.75,,
-31.23,2.78,-33.96,3.06,,
-32.69,3.03,-35.55,3.43,,
-34.25,3.3,-36.99,3.81,,
-36.59,3.76,-38.08,4.2,,
-37.9,4.11,-38.94,4.56,,
-38.86,4.48,-39.4,4.94,,
-39.59,4.84,-39.4,5.53,,
-39.88,5.61,-39.07,6.36,,
-39.59,6.49,-38.3,7.32,,
-39.03,7.59,-36.96,8.17,,
-38.04,8.75,-34.98,8.8,,
-35.44,10.46,-32.57,9.18,,
-32.77,11.6,-30.2,9.36,,
-29.91,12.6,-27.92,9.5,,
-27.16,13.41,-25.59,9.79,,
-24.56,14.09,-23.21,10.33,,
-20.63,15.15,-20.87,11.05,,
-18.01,16,-18.73,11.65,,
-15.59,16.84,-16.51,12.06,,
-12.22,17.67,-14.09,12.43,,
-9.63,18.07,-11.6,12.72,,
-6.8,18.48,-9.43,12.52,,
-4.04,18.73,-7.41,11.67,,
-0.49,17.98,-5.37,10.49,,
1.79,16.74,-3.54,9.37,,
4.05,15.39,-2.01,8.45,,
5.94,14.22,-0.6,7.73,,
7.49,13.27,0.74,7.09,,
9.63,12.13,1.97,6.38,,
10.95,11.43,3.05,5.57,,
12.17,10.58,4.13,4.72,,
13.23,9.59,5.29,3.92,,
14.96,8.09,6.44,3.1,,
16.23,7.1,7.45,2.14,,
17.48,5.93,8.21,1.08,,
18.56,4.53,8.9,-0.06,,
19.71,2.28,9.5,-1.38,,
20.39,0.77,10,-2.8,,
20.95,-0.81,10.36,-4.2,,
21.38,-2.34,10.59,-5.54,,
21.75,-4.5,10.79,-6.8,,
21.89,-5.99,10.99,-8.07,,
22.06,-7.42,11.15,-9.36,,
22.21,-8.82,11.35,-10.69,,
22.51,-10.78,11.49,-11.96,,
22.77,-12.02,11.46,-13.16,,
22.94,-13.23,11.03,-14.42,,
22.77,-14.89,10.41,-15.86,,
22.21,-16.05,10.1,-17.33,,
21.83,-17.24,9.98,-18.67,,
21.84,-18.4,9.45,-19.84,,
21.75,-20.08,8.7,-21.01,,
21.04,-21.16,8.14,-22.3,,
20.36,-22.33,7.43,-23.67,,
19.99,-23.58,6.37,-25.06,,
18.97,-25.56,5.43,-26.4,,
17.97,-26.87,4.66,-27.6,,
17.26,-28.07,4.12,-28.48,,
16.68,-29.14,3.66,-29.02,,
16.03,-30.13,3.08,-29.21,,
15.48,-30.45,2.21,-29.24,,
14.73,-30.52,1.07,-29.3,,
13.61,-30.54,0.22,-29.44,,
11.74,-30.71,-0.01,-29.52,,
11.12,-30.88,0.05,-29.46,,
11.03,-30.91,-0.11,-29.34,,
11,-30.84,-0.53,-29.11,,
10.3,-30.68,-0.79,-28.84,,
9.67,-30.42,-0.71,-28.55,,
9.44,-30.17,-0.45,-28.21,,
9.53,-29.9,-0.22,-27.76,,
9.67,-29.59,-0.26,-27.07,,
9.63,-28.88,-0.54,-26.16,,
9.21,-28.09,-0.9,-25.07,,
8.68,-27.17,-1.46,-23.8,,
8.08,-26.09,-2.18,-22.33,,
6.81,-24.13,-2.87,-20.69,,
5.88,-22.6,-3.29,-19.01,,
5.1,-20.96,-3.3,-17.44,,
4.62,-18.57,-3,-15.95,,
4.78,-17.09,-2.74,-14.42,,
5.07,-15.65,-2.66,-12.68,,
5.18,-14.14,-2.76,-10.62,,
5.11,-12.44,-3.06,-8.2,,
4.7,-9.15,-3.6,-5.44,,
4.19,-6.57,-4.08,-2.51,,
3.56,-3.74,-4.22,0.4,,
3.12,-0.83,-4.19,3.01,,
3.14,3.33,-4.22,5.1,,
3.22,5.65,-4.32,6.67,,
3.18,7.52,-4.32,8.07,,
3.05,9.53,-4.32,9.62,,
3.12,10.96,-4.43,11.56,,
3.15,12.58,-4.44,14.15,,
3.12,14.67,-4.47,17.34,,
3.42,18.89,-4.7,21.25,,
3.52,22.44,-4.99,25.37,,
3.56,26.65,-5.18,28.63,,
3.59,30.59,-5.25,30.51,,
3.54,34.52,-5.2,31.35,,
3.43,35.68,-4.89,31.51,,
3.46,36.03,-4.4,31.6,,
3.82,35.98,-3.76,31.8,,
5.02,36.1,-3.2,32.17,,
6.04,36.27,-2.54,32.8,,
7.04,36.66,-2.19,33.6,,
8.13,37.29,-2.11,34.55,,
8.79,38.45,-2.1,35.63,,
8.77,39.47,-2.36,36.66,,
8.6,40.59,-2.74,37.56,,
8.05,41.57,-3.29,38.37,,
7.48,42.4,-3.8,39,,
6.52,43.5,-3.98,39.53,,
6.03,44.02,-3.97,40.03,,
5.74,44.52,-3.95,40.39,,
5.57,45,-3.88,40.61,,
5.13,45.45,-3.89,40.71,,
4.72,45.61,-3.89,40.8,,
4.18,45.69,-3.92,40.91,,
3.84,45.77,-3.99,40.91,,
3.76,45.88,-3.74,40.68,,
4,45.72,-3.34,40.38,,
4.8,45.34,-3.3,40.06,,
5.97,44.78,-3.12,39.54,,
6.24,44.32,-2.8,38.56,,
6.66,43.57,-2.66,37.08,,
7.03,42.39,-2.32,35.17,,
7.15,39.77,-1.8,32.78,,
7.72,37.51,-1.58,30.08,,
8.34,34.83,-1.46,27.22,,
8.61,31.9,-1.18,24.44,,
9.09,27.48,-0.64,21.87,,
9.75,24.66,-0.05,19.59,,
10.53,22.03,0.19,17.68,,
11.2,19.83,0.2,16.1,,
11.4,17.96,0.41,14.57,,
11.45,15.66,0.74,12.8,,
11.77,13.96,0.93,10.95,,
12.09,11.99,1.22,9.06,,
12.24,10,2.09,7.02,,
12.93,6.97,3.18,4.63,,
14.13,4.68,3.84,1.94,,
15.17,1.97,3.95,-0.86,,
15.54,-0.86,3.56,-3.77,,
15.41,-3.59,2.68,-6.69,,
14.87,-6.32,1.59,-9.25,,
13.4,-10.25,0.6,-11.17,,
12.4,-12.25,0.15,-12.62,,
11.6,-13.73,0.28,-13.75,,
11.4,-15.5,0.4,-14.67,,
11.68,-16.47,0.37,-15.59,,
11.71,-17.35,0.08,-16.77,,
11.56,-18.32,-0.2,-18.2,,
11.1,-20.2,-0.54,-19.97,,
10.97,-21.72,-0.65,-21.78,,
10.74,-23.53,-0.56,-23.49,,
10.85,-25.28,-0.64,-24.76,,
11.37,-27.46,-1.38,-25.37,,
11.31,-28.24,-2.29,-25.81,,
10.65,-28.49,-2.65,-26.37,,
9.97,-28.78,-2.06,-27.24,,
10.19,-29.7,-0.9,-28.54,,
11.33,-30.81,0.17,-30.1,,
12.68,-32.28,0.61,-31.47,,
13.85,-33.92,0.74,-32.45,,
14.45,-35.72,1.15,-33.38,,
14.58,-36.52,0.71,-34.13,,
14.73,-37.5,0.23,-34.48,,
13.99,-38.22,-0.07,-34.7,,
13.21,-38.54,-0.77,-34.71,,
12.86,-38.66,-1.62,-34.66,,
12.05,-38.57,-2.17,-34.66,,
11.1,-38.46,-2.32,-34.61,,
10.37,-38.44,-2.2,-34.29,,
10.35,-38.25,-2.14,-33.77,,
10.38,-37.81,-2.11,-33.16,,
10.23,-37.25,-2,-32.41,,
9.98,-36.31,-1.88,-31.56,,
9.99,-35.53,-1.84,-30.67,,
10.01,-34.66,-1.94,-29.73,,
9.99,-33.74,-2.5,-28.74,,
9.71,-32.26,-3.13,-27.81,,
8.97,-31.25,-3.56,-26.8,,
8.32,-30.31,-3.83,-25.61,,
7.93,-29.26,-3.98,-24.18,,
7.73,-27.29,-4.06,-22.48,,
7.75,-25.62,-4.13,-20.59,,
7.75,-23.76,-4.15,-18.51,,
7.65,-21.79,-4.23,-16.2,,
7.38,-18.61,-4.19,-13.82,,
7.16,-16.28,-4.22,-11.59,,
7.1,-13.96,-4.49,-9.68,,
6.77,-10.93,-4.75,-8.05,,
6.38,-9.25,-4.91,-6.62,,
6.12,-7.74,-5.07,-5.44,,
5.93,-6.4,-5.22,-4.35,,
5.64,-4.84,-5.29,-2.99,,
5.51,-3.7,-5.75,-1.31,,
5.35,-2.16,-6.64,0.46,,
4.67,-0.4,-7.71,2.38,,
3.61,1.39,-8.91,4.46,,
1.76,4.37,-10.06,6.55,,
0.39,6.49,-10.93,8.43,,
-0.82,8.58,-11.47,9.8,,
-1.68,10.32,-11.72,10.7,,
-2.52,11.92,-11.48,11.44,,
-2.7,12.6,-10.96,12.12,,
-2.3,13.29,-10.48,12.77,,
-1.67,13.95,-10.23,13.55,,
-1.14,14.61,-10.08,14.64,,
-0.79,15.91,-9.94,16.14,,
-0.6,17.27,-9.87,17.89,,
-0.38,18.93,-10,19.76,,
-0.26,20.73,-10.14,21.41,,
-0.36,23.44,-10.22,22.76,,
-0.36,24.87,-10.21,23.9,,
-0.2,26.08,-10.14,24.88,,
0.21,27.14,-10.09,25.72,,
1.13,28.41,-9.87,26.76,,
1.87,29.17,-9.97,28.08,,
2.93,30.3,-10.35,29.39,,
3.74,31.62,-10.52,30.6,,
4.4,33.3,-10.32,31.66,,
5.05,34.33,-10.05,32.56,,
5.75,35.23,-9.83,33.25,,
6.27,35.99,-9.58,33.78,,
6.95,36.81,-9.4,34.34,,
7.25,37.31,-9.31,35.01,,
7.24,37.89,-9.24,35.85,,
7.17,38.59,-9.33,36.67,,
7.38,39.82,-9.48,37.27,,
7.66,40.47,-9.5,37.64,,
8.21,40.86,-9.4,37.99,,
8.95,41.02,-9.31,38.34,,
9.75,41.2,-9.1,38.59,,
10.84,41.48,-8.84,38.48,,
11.59,41.45,-8.61,38.02,,
12.21,41.04,-8.48,37.33,,
12.68,40.3,-8.44,36.47,,
13.06,39.42,-8.46,35.34,,
13.45,37.73,-8.68,34.04,,
13.51,36.35,-9.1,32.72,,
13.33,34.9,-9.52,31.41,,
12.94,32.77,-9.89,30.03,,
12.84,31.27,-10.19,28.53,,
12.87,29.61,-10.35,26.91,,
12.97,27.84,-10.44,25.18,,
13.22,25.04,-10.59,23.27,,
13.3,23,-10.76,21.03,,
13.21,20.81,-10.61,18.55,,
13.03,18.35,-10.1,16.18,,
13.33,14.52,-9.54,14.13,,
13.87,12.23,-9.07,12.28,,
14.39,10.15,-8.46,10.59,,
14.76,8.36,-7.9,9.15,,
15.51,5.99,-7.32,7.93,,
15.9,4.65,-6.78,6.83,,
16.35,3.49,-6.43,5.72,,
16.76,2.4,-6.27,4.62,,
16.94,0.67,-6.19,3.54,,
16.94,-0.54,-6.15,2.48,,
16.9,-1.76,-7.05,1.36,,
16.78,-3.02,-8.75,0.19,,
14.53,-5.14,-9.89,-1.08,,
12.55,-6.56,-10.33,-2.44,,
11.52,-8,-10.47,-3.9,,
10.97,-10.21,-10.14,-5.37,,
10.9,-11.77,-9.3,-6.83,,
11.36,-13.34,-8.36,-8.28,,
12.27,-14.85,-7.95,-9.81,,
13.31,-17.07,-8.49,-11.34,,
12.92,-18.69,-9.13,-13.01,,
11.81,-20.37,-9.79,-14.81,,
10.82,-22.2,-10.29,-16.71,,
9.43,-25.08,-10.5,-18.61,,
8.79,-27.1,-10.56,-20.45,,
8.46,-29.01,-10.56,-22.19,,
8.26,-30.81,-10.57,-24.02,,
8.03,-33.43,-10.56,-26.02,,
7.97,-35.32,-10.78,-28.01,,
7.91,-37.33,-11.09,-29.9,,
7.41,-40.15,-11.39,-31.64,,
7.05,-41.89,-11.71,-33.19,,
6.72,-43.54,-11.95,-34.47,,
6.38,-44.92,-12.03,-35.37,,
5.96,-46.51,-12.07,-35.69,,
5.76,-47.05,-11.97,-35.57,,
5.63,-47.09,-11.85,-35.19,,
5.65,-46.79,-11.82,-34.59,,
5.67,-46.02,-11.93,-33.78,,
5.53,-45.27,-12.08,-32.74,,
5.28,-44.29,-12.23,-31.44,,
5.04,-43.13,-12.41,-29.84,,
4.62,-40.96,-12.59,-28.07,,
4.27,-39.14,-12.73,-26.31,,
3.95,-37.34,-12.9,-24.54,,
3.69,-35.57,-13.17,-22.6,,
3.38,-33.78,-13.67,-20.58,,
2.58,-30.81,-14.23,-18.67,,
1.77,-28.74,-14.64,-16.95,,
1.07,-26.9,-14.87,-15.34,,
0.62,-25.23,-15.03,-13.72,,
0.21,-22.82,-15.06,-12.02,,
0.06,-21.18,-15.11,-10.26,,
0.03,-19.46,-15.42,-8.54,,
-0.26,-16.8,-16.01,-6.88,,
-0.87,-15.1,-16.9,-5.26,,
-1.74,-13.42,-17.99,-3.61,,
-2.84,-11.8,-19.16,-1.86,,
-4.14,-10.06,-20.24,-0.08,,
-6.12,-7.19,-21.04,1.66,,
-7.16,-5.33,-21.62,3.43,,
-7.89,-3.48,-22.23,5.34,,
-8.44,-1.61,-22.92,7.39,,
-9.05,0.42,-23.52,9.49,,
-10.09,3.71,-23.92,11.56,,
-10.61,5.92,-24.24,13.6,,
-10.93,8.05,-24.61,15.7,,
-11.43,11.18,-24.71,17.9,,
-11.76,13.42,-24.53,20.15,,
-11.74,15.72,-24.13,22.44,,
-11.46,18.04,-23.61,24.72,,
-10.81,21.47,-22.96,26.95,,
-10.19,23.76,-22.44,29.06,,
-9.54,26,-22.1,31.08,,
-9.09,28.03,-21.76,33.03,,
-8.65,31.02,-21.26,35.04,,
-8.28,33.02,-20.56,37.08,,
-7.67,35.06,-19.72,39.04,,
-6.78,37.13,-19,40.88,,
-5.83,39.07,-18.5,42.6,,
-4.83,41.7,-18,44.25,,
-4.31,43.4,-17.35,45.85,,
-3.66,45,-16.51,47.4,,
-2.29,47.31,-15.58,48.87,,
-1.03,48.82,-14.79,50.2,,
0.26,50.22,-14.35,51.44,,
1.21,51.46,-14.09,52.52,,
1.81,52.64,-13.81,53.43,,
2.55,54.08,-13.46,54.11,,
3.26,54.85,-13.08,54.56,,
4.02,55.38,-12.8,54.91,,
5.14,55.87,-12.43,55.17,,
5.84,56.11,-11.94,55.35,,
6.79,56.3,-11.38,55.36,,
7.99,56.36,-10.91,55.13,,
9.87,56.09,-10.54,54.65,,
10.89,55.62,-10.13,53.94,,
11.79,54.93,-9.67,53.03,,
12.71,54.04,-9.15,51.93,,
14.05,52.4,-8.59,50.61,,
14.93,51.05,-8.09,49.06,,
15.66,49.53,-7.78,47.19,,
16.22,47.78,-7.57,45.08,,
16.43,44.74,-7.29,42.84,,
16.43,42.42,-6.92,40.51,,
16.57,40.12,-6.61,38.08,,
16.77,37.65,-6.37,35.59,,
16.86,33.94,-6.04,33.13,,
16.88,31.37,-5.53,30.69,,
17,28.91,-4.98,28.23,,
17.33,26.45,-4.39,25.79,,
17.82,22.84,-3.72,23.33,,
18.15,20.42,-2.71,20.87,,
18.69,17.92,-1.37,18.4,,
19.57,15.53,0.04,16.11,,
21.36,11.99,1.56,13.95,,
22.64,9.83,3.07,11.73,,
24.03,7.64,4.21,9.57,,
25.32,5.43,5.05,7.53,,
26.19,3.27,6.08,5.5,,
27.27,0.26,7.2,3.45,,
28.32,-1.77,8.27,1.37,,
29.36,-3.78,9.37,-0.75,,
30.33,-5.69,10.5,-2.89,,
32.01,-8.59,11.55,-5.1,,
33.2,-10.57,12.55,-7.38,,
34.33,-12.52,13.44,-9.7,,
35.43,-14.47,14.05,-12.03,,
36.99,-17.41,14.1,-14.32,,
37.61,-19.35,13.7,-16.5,,
37.69,-21.34,12.88,-18.58,,
37.37,-23.27,12.01,-20.62,,
36.7,-25.2,11.11,-22.51,,
35.78,-28,10.06,-24.17,,
35.14,-29.6,8.56,-25.63,,
34.2,-31.08,6.54,-26.88,,
31.76,-33.1,4.3,-27.82,,
29.36,-34.3,2.02,-28.42,,
26.71,-35.31,-0.38,-28.65,,
23.94,-36.01,-3.02,-28.69,,
19.19,-36.59,-6.02,-28.59,,
15.45,-36.79,-9.18,-28.35,,
11.48,-36.82,-12.1,-27.79,,
7.29,-36.58,-14.71,-27.03,,
2,-35.58,-17.29,-26.17,,
-1.1,-34.68,-20.16,-25.34,,
-4.3,-33.74,-23.3,-24.47,,
-7.92,-32.75,-26.4,-23.56,,
-13.46,-31.11,-29.44,-22.62,,
-17.07,-29.86,-32.46,-21.71,,
-20.48,-28.62,-35.59,-20.85,,
-23.89,-27.33,-39.02,-19.96,,
-29.15,-25.37,-43.22,-18.95,,
-33.2,-23.92,-48.05,-17.92,,
-38.09,-22.27,-53,-17.06,,
-43.3,-20.56,-57.48,-16.38,,
-50.66,-18.24,-61.09,-15.67,,
-54.78,-16.61,-64.1,-14.91,,
-58.13,-14.75,-66.63,-14.15,,
-60.91,-12.87,-68.71,-13.33,,
-63.2,-11.14,-70.49,-12.42,,
-65.94,-8.67,-72.15,-11.48,,
-67.55,-6.9,-73.84,-10.55,,
-69.13,-5.13,-75.44,-9.65,,
-70.72,-3.33,-76.82,-8.86,,
-72.98,-0.36,-77.87,-8.16,,
-74.16,1.64,-78.5,-7.53,,
-75,3.55,-78.55,-6.97,,
-75.46,5.29,-78.08,-6.37,,
-75.09,7.57,-77,-5.77,,
-74.26,8.85,-75.06,-5.2,,
-72.88,9.79,-72.17,-4.58,,
-70.67,10.51,-68.84,-3.75,,
-65.96,11.16,-65.32,-2.57,,
-62.59,11.58,-61.69,-1.24,,
-59.21,12.22,-57.93,-0.02,,
-55.73,12.9,-54.7,1.01,,
-50.56,13.66,-52.32,1.95,,
-47.97,14.15,-50.37,2.87,,
-46.07,14.74,-48.38,3.77,,
-44.35,15.36,-46.3,4.61,,
-41.57,16.08,-44.28,5.4,,
-39.7,16.46,-42.23,6.19,,
-37.87,16.86,-40.22,6.95,,
-36.02,17.32,-38.24,7.61,,
-33.32,17.93,-36.43,8.21,,
-31.49,18.29,-34.8,8.74,,
-29.85,18.68,-33.27,9.2,,
-28.36,19.09,-31.69,9.57,,
-26.16,19.59,-29.99,9.84,,
-24.55,19.81,-28.18,10.04,,
-22.79,19.96,-26.32,10.16,,
-20.93,20.08,-24.38,10.18,,
-18.09,20.13,-22.41,10.01,,
-16.07,20,-20.35,9.74,,
-14.03,19.72,-18.14,9.28,,
-11.82,19.32,-15.97,8.63,,
-8.45,18.43,-14.05,7.81,,
-6.29,17.61,-12.31,6.82,,
-4.43,16.67,-10.55,5.65,,
-2.69,15.56,-8.68,4.34,,
-0.92,14.3,-6.77,2.9,,
1.96,12.11,-4.88,1.36,,
3.84,10.53,-2.82,-0.2,,
5.72,8.89,-0.39,-1.74,,
7.75,7.3,2.3,-3.24,,
11.6,4.89,5.12,-4.7,,
14.44,3.3,7.98,-6.1,,
17.3,1.78,10.72,-7.46,,
20.13,0.31,13.05,-8.79,,
22.85,-1.18,15.04,-10.12,,
26.03,-3.4,16.84,-11.48,,
27.83,-4.95,18.64,-12.87,,
29.6,-6.57,20.57,-14.25,,
31.39,-8.13,22.54,-15.55,,
34.34,-10.3,24.34,-16.69,,
36.31,-11.67,26.19,-17.68,,
38.13,-12.93,28.31,-18.65,,
40.05,-14.06,30.58,-19.59,,
43.43,-15.73,32.6,-20.55,,
45.76,-16.87,34.1,-21.57,,
47.72,-18.06,35.22,-22.54,,
49.76,-19.95,35.94,-23.46,,
